2020-04-10 22:54:07
COUNTY	CASES	DEATHS	RECOVERED
Morrill-Nebraska	0	0	0
Nance-Nebraska	0	0	0
Nemaha-Nebraska	1	0	0
Nuckolls-Nebraska	0	0	0
Otoe-Nebraska	1	0	0
Pawnee-Nebraska	0	0	0
Perkins-Nebraska	0	0	0
Phelps-Nebraska	1	0	0
Pierce-Nebraska	0	0	0
Platte-Nebraska	5	0	0
Polk-Nebraska	1	0	0
Red Willow-Nebraska	0	0	0
Richardson-Nebraska	0	0	0
Rock-Nebraska	0	0	0
Saline-Nebraska	0	0	0
Sarpy-Nebraska	39	0	0
Saunders-Nebraska	4	0	0
Scotts Bluff-Nebraska	10	0	0
Seward-Nebraska	1	0	0
Sheridan-Nebraska	0	0	0
Sherman-Nebraska	0	0	0
Sioux-Nebraska	0	0	0
Stanton-Nebraska	1	0	0
Thayer-Nebraska	0	0	0
Thomas-Nebraska	0	0	0
Thurston-Nebraska	0	0	0
Valley-Nebraska	0	0	0
Washington-Nebraska	20	0	0
Wayne-Nebraska	0	0	0
Webster-Nebraska	1	0	0
Wheeler-Nebraska	0	0	0
York-Nebraska	3	0	0
Churchill-Nevada	0	0	0
Clark-Nevada	2144	75	0
Douglas-Nevada	9	0	0
Elko-Nevada	11	1	0
Esmeralda-Nevada	0	0	0
Eureka-Nevada	0	0	0
Humboldt-Nevada	16	0	0
Lander-Nevada	0	0	0
Lincoln-Nevada	1	0	0
Lyon-Nevada	6	0	0
Mineral-Nevada	0	0	0
Nye-Nevada	10	0	0
Pershing-Nevada	0	0	0
Storey-Nevada	0	0	0
Washoe-Nevada	363	10	0
White Pine-Nevada	1	0	0
Carson City-Nevada	15	0	0
Belknap-New Hampshire	21	0	0
Carroll-New Hampshire	23	0	0
Cheshire-New Hampshire	14	0	0
Coos-New Hampshire	1	0	0
Grafton-New Hampshire	43	0	0
Hillsborough-New Hampshire	303	2	0
Merrimack-New Hampshire	60	0	0
Rockingham-New Hampshire	268	1	0
Strafford-New Hampshire	48	0	0
Sullivan-New Hampshire	6	0	0
Atlantic-New Jersey	211	6	0
Bergen-New Jersey	8928	390	0
Burlington-New Jersey	954	22	0
Camden-New Jersey	1072	29	0
Cape May-New Jersey	116	5	0
Cumberland-New Jersey	138	3	0
Essex-New Jersey	6580	352	0
Gloucester-New Jersey	447	8	0
Hudson-New Jersey	6411	163	0
Hunterdon-New Jersey	293	7	0
Mercer-New Jersey	1282	39	0
Middlesex-New Jersey	5060	168	0
Monmouth-New Jersey	3496	107	0
Morris-New Jersey	2771	135	0
Ocean-New Jersey	3269	121	0
Passaic-New Jersey	5017	101	0
Salem-New Jersey	46	3	0
Somerset-New Jersey	1523	69	0
Sussex-New Jersey	413	26	0
Union-New Jersey	5575	161	0
Warren-New Jersey	337	15	0
Bernalillo-New Mexico	407	12	0
Catron-New Mexico	1	0	0
Chaves-New Mexico	18	0	0
Cibola-New Mexico	24	0	0
Colfax-New Mexico	1	0	0
Curry-New Mexico	9	0	0
De Baca-New Mexico	0	0	0
Dona Ana-New Mexico	44	0	0
Eddy-New Mexico	6	1	0
Grant-New Mexico	7	0	0
Guadalupe-New Mexico	0	0	0
Harding-New Mexico	0	0	0
Hidalgo-New Mexico	0	0	0
Lea-New Mexico	2	0	0
Lincoln-New Mexico	1	0	0
Los Alamos-New Mexico	4	0	0
Luna-New Mexico	0	0	0
McKinley-New Mexico	113	2	0
Mora-New Mexico	0	0	0
Otero-New Mexico	3	0	0
Quay-New Mexico	0	0	0
Rio Arriba-New Mexico	7	0	0
Roosevelt-New Mexico	1	0	0
Sandoval-New Mexico	177	2	0
San Juan-New Mexico	142	0	0
San Miguel-New Mexico	1	0	0
Santa Fe-New Mexico	70	0	0
Sierra-New Mexico	0	0	0
Socorro-New Mexico	9	0	0
Taos-New Mexico	15	0	0
Torrance-New Mexico	8	0	0
Union-New Mexico	0	0	0
Valencia-New Mexico	11	0	0
Albany-New York	426	11	0
Allegany-New York	26	1	0
Bronx-New York	0	0	0
Broome-New York	112	6	0
Cattaraugus-New York	18	0	0
Cayuga-New York	27	1	0
Chautauqua-New York	22	2	0
Chemung-New York	59	1	0
Chenango-New York	60	0	0
Clinton-New York	43	0	0
Columbia-New York	84	5	0
Cortland-New York	17	0	0
Delaware-New York	39	2	0
Dutchess-New York	1598	10	0
Erie-New York	1498	53	0
Essex-New York	10	0	0
Franklin-New York	11	0	0
Fulton-New York	18	0	0
Genesee-New York	65	1	0
Greene-New York	34	0	0
Hamilton-New York	3	0	0
Herkimer-New York	36	3	0
Jefferson-New York	43	0	0
Kings-New York	0	0	0
Lewis-New York	6	0	0
Livingston-New York	29	2	0
Madison-New York	102	3	0
Monroe-New York	742	40	0
Montgomery-New York	29	1	0
Nassau-New York	21512	723	0
New York-New York	0	0	0
Niagara-New York	156	4	0
Oneida-New York	172	3	0
Onondaga-New York	456	8	0
Ontario-New York	51	0	0
Orange-New York	4532	115	0
Orleans-New York	24	0	0
Oswego-New York	36	2	0
Otsego-New York	41	1	0
Putnam-New York	487	7	0
Queens-New York	0	0	0
Rensselaer-New York	102	5	0
Richmond-New York	0	0	0
Rockland-New York	7122	200	0
St Lawrence-New York	0	0	0
Saratoga-New York	182	4	0
Schenectady-New York	191	7	0
Schoharie-New York	12	0	0
Schuyler-New York	5	0	0
Seneca-New York	15	0	0
Steuben-New York	117	6	0
Suffolk-New York	20320	414	0
Sullivan-New York	318	7	0
Tioga-New York	18	0	0
Tompkins-New York	107	0	0
Ulster-New York	530	8	0
Warren-New York	43	0	0
Washington-New York	26	1	0
Wayne-New York	41	0	0
Westchester-New York	18077	389	0
Wyoming-New York	30	1	0
Yates-New York	2	0	0
Alamance-North Carolina	33	0	0
Alexander-North Carolina	2	0	0
Alleghany-North Carolina	2	0	0
Anson-North Carolina	9	0	0
Ashe-North Carolina	3	0	0
Avery-North Carolina	0	0	0
Beaufort-North Carolina	12	0	0
Bertie-North Carolina	12	1	0
Bladen-North Carolina	1	0	0
Brunswick-North Carolina	30	1	0
Buncombe-North Carolina	36	2	0
Burke-North Carolina	44	2	0
Cabarrus-North Carolina	94	1	0
Caldwell-North Carolina	14	0	0
Camden-North Carolina	0	0	0
Carteret-North Carolina	20	1	0
Caswell-North Carolina	3	0	0
Catawba-North Carolina	29	1	0
Chatham-North Carolina	26	0	0
Cherokee-North Carolina	10	1	0
Chowan-North Carolina	2	0	0
Clay-North Carolina	3	0	0
Cleveland-North Carolina	32	0	0
Columbus-North Carolina	20	1	0
Craven-North Carolina	23	1	0
Cumberland-North Carolina	75	1	0
Currituck-North Carolina	3	0	0
Dare-North Carolina	13	1	0
Davidson-North Carolina	81	2	0
Davie-North Carolina	21	2	0
Duplin-North Carolina	12	0	0
Durham-North Carolina	259	1	0
Edgecombe-North Carolina	18	1	0
Forsyth-North Carolina	111	3	0
Franklin-North Carolina	33	1	0
Gaston-North Carolina	73	3	0
Gates-North Carolina	4	0	0
Graham-North Carolina	0	0	0
Granville-North Carolina	87	0	0
Greene-North Carolina	10	0	0
Guilford-North Carolina	127	9	0
Halifax-North Carolina	20	0	0
Harnett-North Carolina	35	2	0
Haywood-North Carolina	3	0	0
Henderson-North Carolina	58	4	0
Hertford-North Carolina	5	1	0
Hoke-North Carolina	16	0	0
Hyde-North Carolina	0	0	0
Iredell-North Carolina	63	1	0
Jackson-North Carolina	3	0	0
Johnston-North Carolina	80	5	0
Jones-North Carolina	3	0	0
Lee-North Carolina	4	0	0
Lenoir-North Carolina	14	0	0
Lincoln-North Carolina	13	0	0
McDowell-North Carolina	16	0	0
Macon-North Carolina	2	1	0
Madison-North Carolina	0	0	0
Martin-North Carolina	5	0	0
Mecklenburg-North Carolina	906	10	0
Mitchell-North Carolina	3	0	0
Montgomery-North Carolina	13	1	0
Moore-North Carolina	74	2	0
Nash-North Carolina	29	1	0
New Hanover-North Carolina	55	0	0
Northampton-North Carolina	57	1	0
Onslow-North Carolina	28	1	0
Orange-North Carolina	104	1	0
Pamlico-North Carolina	4	0	0
Pasquotank-North Carolina	11	0	0
Pender-North Carolina	4	0	0
Perquimans-North Carolina	3	0	0
Person-North Carolina	8	0	0
Pitt-North Carolina	60	1	0
Polk-North Carolina	8	0	0
Randolph-North Carolina	46	2	0
Richmond-North Carolina	5	0	0
Robeson-North Carolina	7	0	0
Rockingham-North Carolina	10	2	0
Rowan-North Carolina	75	2	0
Rutherford-North Carolina	31	1	0
Sampson-North Carolina	10	0	0
Scotland-North Carolina	4	0	0
Stanly-North Carolina	11	1	0
Stokes-North Carolina	8	0	0
Surry-North Carolina	10	0	0
Swain-North Carolina	1	0	0
Transylvania-North Carolina	6	0	0
Tyrrell-North Carolina	0	0	0
Union-North Carolina	100	1	0
Vance-North Carolina	19	0	0
Wake-North Carolina	391	0	0
Warren-North Carolina	3	0	0
Washington-North Carolina	13	1	0
Watauga-North Carolina	8	0	0
Wayne-North Carolina	52	1	0
Wilkes-North Carolina	4	1	0
Wilson-North Carolina	47	3	0
Yadkin-North Carolina	10	0	0
Yancey-North Carolina	0	0	0
Adams-North Dakota	0	0	0
Barnes-North Dakota	2	0	0
Benson-North Dakota	0	0	0
Billings-North Dakota	0	0	0
Bottineau-North Dakota	0	0	0
Bowman-North Dakota	1	0	0
Burke-North Dakota	2	0	0
Burleigh-North Dakota	48	0	0
Cass-North Dakota	88	1	0
Cavalier-North Dakota	0	0	0
Dickey-North Dakota	0	0	0
Divide-North Dakota	1	0	0
Dunn-North Dakota	2	0	0
Eddy-North Dakota	1	0	0
Emmons-North Dakota	1	1	0
Foster-North Dakota	1	0	0
Golden Valley-North Dakota	0	0	0
Grand Forks-North Dakota	11	0	0
Grant-North Dakota	1	0	0
Griggs-North Dakota	0	0	0
Hettinger-North Dakota	0	0	0
Kidder-North Dakota	0	0	0
La Moure-North Dakota	0	0	0
Logan-North Dakota	0	0	0
McHenry-North Dakota	1	1	0
McIntosh-North Dakota	1	0	0
McKenzie-North Dakota	6	0	0
McLean-North Dakota	2	0	0
Mercer-North Dakota	0	0	0
Morton-North Dakota	19	1	0
Mountrail-North Dakota	20	0	0
Nelson-North Dakota	0	0	0
Oliver-North Dakota	1	0	0
Pembina-North Dakota	0	0	0
Pierce-North Dakota	2	0	0
Ramsey-North Dakota	3	0	0
Ransom-North Dakota	0	0	0
Renville-North Dakota	0	0	0
Richland-North Dakota	1	0	0
Rolette-North Dakota	0	0	0
Sargent-North Dakota	1	0	0
Sheridan-North Dakota	0	0	0
Sioux-North Dakota	1	0	0
Slope-North Dakota	3	0	0
Stark-North Dakota	29	2	0
Steele-North Dakota	0	0	0
Stutsman-North Dakota	1	0	0
Towner-North Dakota	0	0	0
Traill-North Dakota	0	0	0
Walsh-North Dakota	3	0	0
Ward-North Dakota	19	0	0
Wells-North Dakota	0	0	0
Williams-North Dakota	6	0	0
Adams-Ohio	3	0	0
Allen-Ohio	24	1	0
Ashland-Ohio	5	0	0
Ashtabula-Ohio	19	0	0
Athens-Ohio	3	1	0
Auglaize-Ohio	9	0	0
Belmont-Ohio	42	1	0
Brown-Ohio	4	1	0
Butler-Ohio	112	2	0
Carroll-Ohio	10	0	0
Champaign-Ohio	6	0	0
Clark-Ohio	14	0	0
Clermont-Ohio	36	1	0
Clinton-Ohio	15	1	0
Columbiana-Ohio	92	6	0
Coshocton-Ohio	15	0	0
Crawford-Ohio	13	0	0
Cuyahoga-Ohio	1052	23	0
Darke-Ohio	40	7	0
Defiance-Ohio	11	0	0
Delaware-Ohio	88	2	0
Erie-Ohio	10	1	0
Fairfield-Ohio	73	0	0
Fayette-Ohio	5	0	0
Franklin-Ohio	850	14	0
Fulton-Ohio	5	0	0
Gallia-Ohio	4	1	0
Geauga-Ohio	49	1	0
Greene-Ohio	22	1	0
Guernsey-Ohio	5	0	0
Hamilton-Ohio	504	14	0
Hancock-Ohio	17	0	0
Hardin-Ohio	4	0	0
Harrison-Ohio	0	0	0
Henry-Ohio	1	0	0
Highland-Ohio	6	0	0
Hocking-Ohio	0	0	0
Holmes-Ohio	3	0	0
Huron-Ohio	10	1	0
Jackson-Ohio	2	0	0
Jefferson-Ohio	20	0	0
Knox-Ohio	9	1	0
Lake-Ohio	108	5	0
Lawrence-Ohio	15	0	0
Licking-Ohio	79	3	0
Logan-Ohio	7	0	0
Lorain-Ohio	150	5	0
Lucas-Ohio	443	16	0
Madison-Ohio	23	2	0
Mahoning-Ohio	358	28	0
Marion-Ohio	42	0	0
Medina-Ohio	103	5	0
Meigs-Ohio	1	0	0
Mercer-Ohio	12	1	0
Miami-Ohio	113	14	0
Monroe-Ohio	2	0	0
Montgomery-Ohio	161	4	0
Morgan-Ohio	2	0	0
Morrow-Ohio	8	0	0
Muskingum-Ohio	8	0	0
Noble-Ohio	1	0	0
Ottawa-Ohio	9	0	0
Paulding-Ohio	2	0	0
Perry-Ohio	7	0	0
Pickaway-Ohio	44	0	0
Pike-Ohio	1	0	0
Portage-Ohio	124	14	0
Preble-Ohio	10	1	0
Putnam-Ohio	0	0	0
Richland-Ohio	28	1	0
Ross-Ohio	12	0	0
Sandusky-Ohio	7	1	0
Scioto-Ohio	3	0	0
Seneca-Ohio	8	1	0
Shelby-Ohio	24	0	0
Stark-Ohio	125	8	0
Summit-Ohio	235	12	0
Trumbull-Ohio	149	8	0
Tuscarawas-Ohio	26	0	0
Union-Ohio	10	0	0
Van Wert-Ohio	2	0	0
Vinton-Ohio	0	0	0
Warren-Ohio	72	0	0
Washington-Ohio	35	0	0
Wayne-Ohio	37	0	0
Williams-Ohio	2	1	0
Wood-Ohio	49	2	0
Wyandot-Ohio	9	1	0
Adair-Oklahoma	26	2	0
Alfalfa-Oklahoma	0	0	0
Atoka-Oklahoma	1	0	0
Beaver-Oklahoma	1	0	0
Beckham-Oklahoma	1	0	0
Blaine-Oklahoma	0	0	0
Bryan-Oklahoma	3	0	0
Caddo-Oklahoma	8	0	0
Canadian-Oklahoma	52	1	0
Carter-Oklahoma	1	0	0
Cherokee-Oklahoma	18	1	0
Choctaw-Oklahoma	2	0	0
Cimarron-Oklahoma	0	0	0
Cleveland-Oklahoma	236	14	0
Coal-Oklahoma	0	0	0
Comanche-Oklahoma	47	0	0
Cotton-Oklahoma	4	0	0
Craig-Oklahoma	6	0	0
Creek-Oklahoma	53	3	0
Custer-Oklahoma	5	0	0
Delaware-Oklahoma	23	0	0
Dewey-Oklahoma	1	0	0
Ellis-Oklahoma	0	0	0
Garfield-Oklahoma	5	1	0
Garvin-Oklahoma	11	0	0
Grady-Oklahoma	11	0	0
Grant-Oklahoma	1	0	0
Greer-Oklahoma	46	4	0
Harmon-Oklahoma	0	0	0
Harper-Oklahoma	0	0	0
Haskell-Oklahoma	0	0	0
Hughes-Oklahoma	0	0	0
Jackson-Oklahoma	6	0	0
Jefferson-Oklahoma	1	0	0
Johnston-Oklahoma	0	0	0
Kay-Oklahoma	41	3	0
Kingfisher-Oklahoma	5	0	0
Kiowa-Oklahoma	1	0	0
Latimer-Oklahoma	4	1	0
Le Flore-Oklahoma	3	0	0
Lincoln-Oklahoma	11	0	0
Logan-Oklahoma	7	0	0
Love-Oklahoma	2	0	0
McClain-Oklahoma	18	0	0
McCurtain-Oklahoma	2	0	0
McIntosh-Oklahoma	1	0	0
Major-Oklahoma	1	0	0
Marshall-Oklahoma	1	0	0
Mayes-Oklahoma	13	2	0
Murray-Oklahoma	0	0	0
Muskogee-Oklahoma	21	2	0
Noble-Oklahoma	6	0	0
Nowata-Oklahoma	10	0	0
Okfuskee-Oklahoma	1	0	0
Oklahoma-Oklahoma	413	17	0
Okmulgee-Oklahoma	13	0	0
Osage-Oklahoma	45	7	0
Ottawa-Oklahoma	17	0	0
Pawnee-Oklahoma	26	2	0
Payne-Oklahoma	28	0	0
Pittsburg-Oklahoma	8	0	0
Pontotoc-Oklahoma	9	0	0
Pottawatomie-Oklahoma	25	2	0
Pushmataha-Oklahoma	0	0	0
Roger Mills-Oklahoma	0	0	0
Rogers-Oklahoma	23	0	0
Seminole-Oklahoma	6	1	0
Sequoyah-Oklahoma	10	2	0
Stephens-Oklahoma	13	1	0
Texas-Oklahoma	3	0	0
Tillman-Oklahoma	1	0	0
Tulsa-Oklahoma	314	16	0
Wagoner-Oklahoma	65	4	0
Washington-Oklahoma	57	2	0
Washita-Oklahoma	0	0	0
Woods-Oklahoma	0	0	0
Woodward-Oklahoma	1	0	0
Baker-Oregon	0	0	0
Benton-Oregon	21	1	0
Clackamas-Oregon	109	3	0
Clatsop-Oregon	5	0	0
Columbia-Oregon	10	0	0
Coos-Oregon	0	0	0
Crook-Oregon	1	0	0
Curry-Oregon	3	0	0
Deschutes-Oregon	50	0	0
Douglas-Oregon	12	0	0
Gilliam-Oregon	0	0	0
Grant-Oregon	1	0	0
Harney-Oregon	0	0	0
Hood River-Oregon	3	0	0
Jackson-Oregon	44	0	0
Jefferson-Oregon	0	0	0
Josephine-Oregon	16	0	0
Klamath-Oregon	20	0	0
Lake-Oregon	0	0	0
Lane-Oregon	33	1	0
Lincoln-Oregon	4	0	0
Linn-Oregon	49	4	0
Malheur-Oregon	2	0	0
Marion-Oregon	235	9	0
Morrow-Oregon	5	0	0
Multnomah-Oregon	302	13	0
Polk-Oregon	29	1	0
Sherman-Oregon	1	0	0
Tillamook-Oregon	4	0	0
Umatilla-Oregon	11	0	0
Union-Oregon	4	0	0
Wallowa-Oregon	1	0	0
Wasco-Oregon	7	0	0
Washington-Oregon	311	6	0
Wheeler-Oregon	0	0	0
Yamhill-Oregon	29	5	0
Adams-Pennsylvania	43	1	0
Allegheny-Pennsylvania	788	18	0
Armstrong-Pennsylvania	22	0	0
Beaver-Pennsylvania	139	13	0
Bedford-Pennsylvania	3	0	0
Berks-Pennsylvania	720	12	0
Blair-Pennsylvania	9	0	0
Bradford-Pennsylvania	16	0	0
Bucks-Pennsylvania	1022	28	0
Butler-Pennsylvania	123	3	0
Cambria-Pennsylvania	11	1	0
Cameron-Pennsylvania	1	0	0
Carbon-Pennsylvania	93	3	0
Centre-Pennsylvania	61	0	0
Chester-Pennsylvania	485	9	0
Clarion-Pennsylvania	10	0	0
Clearfield-Pennsylvania	8	0	0
Clinton-Pennsylvania	6	0	0
Columbia-Pennsylvania	81	2	0
Crawford-Pennsylvania	13	0	0
Cumberland-Pennsylvania	96	2	0
Dauphin-Pennsylvania	199	2	0
Delaware-Pennsylvania	1377	30	0
Elk-Pennsylvania	2	0	0
Erie-Pennsylvania	36	0	0
Fayette-Pennsylvania	49	1	0
Forest-Pennsylvania	5	0	0
Franklin-Pennsylvania	57	0	0
Fulton-Pennsylvania	1	0	0
Greene-Pennsylvania	21	0	0
Huntingdon-Pennsylvania	8	0	0
Indiana-Pennsylvania	26	0	0
Jefferson-Pennsylvania	1	0	0
Juniata-Pennsylvania	30	0	0
Lackawanna-Pennsylvania	346	18	0
Lancaster-Pennsylvania	648	21	0
Lawrence-Pennsylvania	45	3	0
Lebanon-Pennsylvania	218	1	0
Lehigh-Pennsylvania	1562	16	0
Luzerne-Pennsylvania	1325	15	0
Lycoming-Pennsylvania	18	0	0
McKean-Pennsylvania	1	0	0
Mercer-Pennsylvania	36	0	0
Mifflin-Pennsylvania	11	0	0
Monroe-Pennsylvania	752	19	0
Montgomery-Pennsylvania	1889	50	0
Montour-Pennsylvania	37	0	0
Northampton-Pennsylvania	994	21	0
Northumberland-Pennsylvania	29	0	0
Perry-Pennsylvania	16	1	0
Philadelphia-Pennsylvania	5521	110	0
Pike-Pennsylvania	190	6	0
Potter-Pennsylvania	3	0	0
Schuylkill-Pennsylvania	164	1	0
Snyder-Pennsylvania	12	1	0
Somerset-Pennsylvania	10	0	0
Sullivan-Pennsylvania	1	0	0
Susquehanna-Pennsylvania	22	2	0
Tioga-Pennsylvania	11	0	0
Union-Pennsylvania	12	0	0
Venango-Pennsylvania	5	0	0
Warren-Pennsylvania	1	0	0
Washington-Pennsylvania	66	0	0
Wayne-Pennsylvania	53	0	0
Westmoreland-Pennsylvania	202	5	0
Wyoming-Pennsylvania	6	0	0
York-Pennsylvania	283	3	0
Bristol-Rhode Island	37	0	0
Kent-Rhode Island	151	0	0
Newport-Rhode Island	56	0	0
Providence-Rhode Island	955	3	0
Washington-Rhode Island	120	0	0
Abbeville-South Carolina	7	0	0
Aiken-South Carolina	48	1	0
Allendale-South Carolina	4	0	0
Anderson-South Carolina	100	5	0
Bamberg-South Carolina	6	0	0
Barnwell-South Carolina	5	0	0
Beaufort-South Carolina	186	5	0
Berkeley-South Carolina	67	1	0
Calhoun-South Carolina	6	1	0
Charleston-South Carolina	328	1	0
Cherokee-South Carolina	8	0	0
Chester-South Carolina	17	0	0
Chesterfield-South Carolina	22	0	0
Clarendon-South Carolina	80	3	0
Colleton-South Carolina	15	0	0
Darlington-South Carolina	33	0	0
Dillon-South Carolina	5	0	0
Dorchester-South Carolina	65	0	0
Edgefield-South Carolina	10	0	0
Fairfield-South Carolina	18	0	0
Florence-South Carolina	64	6	0
Georgetown-South Carolina	28	1	0
Greenville-South Carolina	308	6	0
Greenwood-South Carolina	16	0	0
Hampton-South Carolina	6	0	0
Horry-South Carolina	124	7	0
Jasper-South Carolina	12	0	0
Kershaw-South Carolina	177	3	0
Lancaster-South Carolina	61	0	0
Laurens-South Carolina	11	1	0
Lee-South Carolina	27	3	0
Lexington-South Carolina	184	6	0
McCormick-South Carolina	3	1	0
Marion-South Carolina	5	1	0
Marlboro-South Carolina	11	0	0
Newberry-South Carolina	13	1	0
Oconee-South Carolina	12	0	0
Orangeburg-South Carolina	37	0	0
Pickens-South Carolina	27	0	0
Richland-South Carolina	452	10	0
Saluda-South Carolina	7	0	0
Spartanburg-South Carolina	150	4	0
Sumter-South Carolina	142	3	0
Union-South Carolina	20	0	0
Williamsburg-South Carolina	15	0	0
York-South Carolina	125	2	0
Aurora-South Dakota	1	0	0
Beadle-South Dakota	22	2	0
Bennett-South Dakota	0	0	0
Bon Homme-South Dakota	3	0	0
Brookings-South Dakota	7	0	0
Brown-South Dakota	14	0	0
Brule-South Dakota	0	0	0
Buffalo-South Dakota	0	0	0
Butte-South Dakota	0	0	0
Campbell-South Dakota	0	0	0
Charles Mix-South Dakota	3	0	0
Clark-South Dakota	1	0	0
Clay-South Dakota	6	0	0
Codington-South Dakota	12	0	0
Corson-South Dakota	1	0	0
Custer-South Dakota	0	0	0
Davison-South Dakota	3	0	0
Day-South Dakota	0	0	0
Deuel-South Dakota	1	0	0
Dewey-South Dakota	0	0	0
Douglas-South Dakota	0	0	0
Edmunds-South Dakota	0	0	0
Fall River-South Dakota	1	0	0
Faulk-South Dakota	1	0	0
Grant-South Dakota	0	0	0
Gregory-South Dakota	0	0	0
Haakon-South Dakota	0	0	0
Hamlin-South Dakota	1	0	0
Hand-South Dakota	0	0	0
Hanson-South Dakota	0	0	0
Harding-South Dakota	0	0	0
Hughes-South Dakota	4	0	0
Hutchinson-South Dakota	2	0	0
Hyde-South Dakota	0	0	0
Jackson-South Dakota	0	0	0
Jerauld-South Dakota	1	0	0
Jones-South Dakota	0	0	0
Kingsbury-South Dakota	0	0	0
Lake-South Dakota	2	0	0
Lawrence-South Dakota	9	0	0
Lincoln-South Dakota	38	0	0
Lyman-South Dakota	2	0	0
McCook-South Dakota	2	1	0
McPherson-South Dakota	0	0	0
Marshall-South Dakota	1	0	0
Meade-South Dakota	1	0	0
Mellette-South Dakota	0	0	0
Miner-South Dakota	1	0	0
Minnehaha-South Dakota	352	2	0
Moody-South Dakota	0	0	0
Pennington-South Dakota	8	1	0
Perkins-South Dakota	0	0	0
Potter-South Dakota	0	0	0
Roberts-South Dakota	4	0	0
Sanborn-South Dakota	0	0	0
Shannon-South Dakota	0	0	0
Spink-South Dakota	3	0	0
Stanley-South Dakota	0	0	0
Sully-South Dakota	0	0	0
Todd-South Dakota	1	0	0
Tripp-South Dakota	0	0	0
Turner-South Dakota	5	0	0
Union-South Dakota	3	0	0
Walworth-South Dakota	0	0	0
Yankton-South Dakota	19	0	0
Ziebach-South Dakota	0	0	0
Anderson-Tennessee	11	1	0
Bedford-Tennessee	15	1	0
Benton-Tennessee	4	0	0
Bledsoe-Tennessee	3	0	0
Blount-Tennessee	45	3	0
Bradley-Tennessee	31	0	0
Campbell-Tennessee	10	0	0
Cannon-Tennessee	7	0	0
Carroll-Tennessee	10	0	0
Carter-Tennessee	3	0	0
Cheatham-Tennessee	17	0	0
Chester-Tennessee	6	0	0
Claiborne-Tennessee	3	0	0
Clay-Tennessee	2	0	0
Cocke-Tennessee	3	0	0
Coffee-Tennessee	10	0	0
Crockett-Tennessee	0	0	0
Cumberland-Tennessee	39	0	0
Davidson-Tennessee	1048	13	0
Decatur-Tennessee	1	0	0
De Kalb-Tennessee	0	0	0
Dickson-Tennessee	29	0	0
Dyer-Tennessee	15	0	0
Fayette-Tennessee	28	0	0
Fentress-Tennessee	2	0	0
Franklin-Tennessee	17	1	0
Gibson-Tennessee	18	0	0
Giles-Tennessee	3	0	0
Grainger-Tennessee	4	0	0
Greene-Tennessee	25	1	0
Grundy-Tennessee	19	0	0
Hamblen-Tennessee	4	1	0
Hamilton-Tennessee	102	10	0
Hancock-Tennessee	0	0	0
Hardeman-Tennessee	7	0	0
Hardin-Tennessee	2	0	0
Hawkins-Tennessee	22	1	0
Haywood-Tennessee	13	1	0
Henderson-Tennessee	2	0	0
Henry-Tennessee	6	0	0
Hickman-Tennessee	2	0	0
Houston-Tennessee	3	0	0
Humphreys-Tennessee	4	0	0
Jackson-Tennessee	5	0	0
Jefferson-Tennessee	13	0	0
Johnson-Tennessee	2	0	0
Knox-Tennessee	164	3	0
Lake-Tennessee	0	0	0
Lauderdale-Tennessee	8	0	0
Lawrence-Tennessee	12	0	0
Lewis-Tennessee	2	0	0
Lincoln-Tennessee	8	0	0
Loudon-Tennessee	16	0	0
McMinn-Tennessee	4	0	0
McNairy-Tennessee	9	0	0
Macon-Tennessee	19	2	0
Madison-Tennessee	56	0	0
Marion-Tennessee	22	1	0
Marshall-Tennessee	9	1	0
Maury-Tennessee	32	0	0
Meigs-Tennessee	3	0	0
Monroe-Tennessee	8	0	0
Montgomery-Tennessee	84	2	0
Moore-Tennessee	0	0	0
Morgan-Tennessee	5	0	0
Obion-Tennessee	5	1	0
Overton-Tennessee	5	0	0
Perry-Tennessee	3	0	0
Pickett-Tennessee	0	0	0
Polk-Tennessee	5	0	0
Putnam-Tennessee	84	0	0
Rhea-Tennessee	0	0	0
Roane-Tennessee	5	0	0
Robertson-Tennessee	73	0	0
Rutherford-Tennessee	222	6	0
Scott-Tennessee	8	0	0
Sequatchie-Tennessee	1	0	0
Sevier-Tennessee	21	0	0
Shelby-Tennessee	1083	20	0
Smith-Tennessee	5	0	0
Stewart-Tennessee	3	0	0
Sullivan-Tennessee	35	1	0
Sumner-Tennessee	413	21	0
Tipton-Tennessee	43	0	0
Trousdale-Tennessee	14	1	0
Unicoi-Tennessee	1	0	0
Union-Tennessee	3	0	0
Van Buren-Tennessee	0	0	0
Warren-Tennessee	3	0	0
Washington-Tennessee	37	0	0
Wayne-Tennessee	2	0	0
Weakley-Tennessee	5	0	0
White-Tennessee	3	0	0
Williamson-Tennessee	299	4	0
Wilson-Tennessee	129	1	0
Anderson-Texas	3	0	0
Andrews-Texas	11	0	0
Angelina-Texas	16	0	0
Aransas-Texas	2	0	0
Archer-Texas	0	0	0
Armstrong-Texas	0	0	0
Atascosa-Texas	7	0	0
Austin-Texas	8	0	0
Bailey-Texas	0	0	0
Bandera-Texas	2	0	0
Bastrop-Texas	23	1	0
Baylor-Texas	0	0	0
Bee-Texas	2	0	0
Bell-Texas	84	3	0
Bexar-Texas	615	22	0
Blanco-Texas	4	0	0
Borden-Texas	0	0	0
Bosque-Texas	0	0	0
Bowie-Texas	29	1	0
